Department,District,Business,Adress,Acceptance,Category,Sub-category,Contact,Instagram,Facebook,X,Website
La Union,Santa Rosa de Lima,Rodriguez Barber Shop,"13.6286977,-87.887758",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Peluquería Carlito #2,"13.6279635,-87.8906539",No,,,,,,,
La Union,Santa Rosa de Lima,JOM Barber Studio,"13.6255998,-87.889848",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,COCO Barbershop,"13.6275953,-87.8861035",No,Food & Beverage,Restaurants,7569 4180,,,,
La Union,Santa Rosa de Lima,CLININSABELLA SANTA ROSA DE LIMA,"13.6251293,-87.8900127",No,,,2664 2831,,,,
La Union,Santa Rosa de Lima,beauty spa,"13.6197081,-87.9001573",No,,,7218 9966,,,,
La Union,Santa Rosa de Lima,Barbería Márquez Emmanuel,"13.6151875,-87.9030625",No,Food & Beverage,Restaurants,6011 7513,,,,
La Union,Santa Rosa de Lima,Yoel BarberShop,"13.6261251,-87.8928271",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Barbershop J&A,"13.628227,-87.8911393",No,Food & Beverage,Restaurants,7301 6493,,,,
La Union,Santa Rosa de Lima,Barbería Melgar,"13.6249254,-87.8932469",No,Other,Other vendors,6826 4672,,,,
La Union,Santa Rosa de Lima,Royal Cuts Barbershop,"13.6282912,-87.8803912",No,Food & Beverage,Restaurants,6300 9269,,,,
La Union,Santa Rosa de Lima,Rent A Car Santa Rosa de Lima,"13.6279156,-87.8771399",No,Other,Other vendors,7929 8892,,,,
La Union,Santa Rosa de Lima,Mila Salon.,"13.6298922,-87.8891041",No,Other,Other vendors,,,https://www.facebook.com/MILA-SALON-174832869217709/?ref=ts&fref=ts,,https://www.facebook.com/MILA-SALON-174832869217709/?ref=ts&fref=ts
La Union,Santa Rosa de Lima,Clínicas Médicas Galeano,"13.6221979,-87.8960831",No,Health,Health services,2641 2329,,,,
La Union,Santa Rosa de Lima,Hospital Nacional de Santa Rosa de Lima,"13.6210745,-87.8967593",No,Health,Health services,2792 4400,,,,
La Union,Santa Rosa de Lima,Clinica Familiar Martinez.,"13.6242978,-87.8901053",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Clínica Integral La Aurora,"13.6207399,-87.8968516",No,Health,Health services,7601 2439,,,,
La Union,Santa Rosa de Lima,Consultorio Médico La Paz. Dra Milagro Escobar,"13.6297122,-87.8909103",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Clínica Estética Renova,"13.6312896,-87.8906581",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Clínica Comunal ISSS Santa Rosa de Lima,"13.6284101,-87.8895099",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Hospital De Especialidades Santa Rosa De Lima,"13.6229308,-87.8940534",No,Health,Health services,2683 8700,,,,
La Union,Santa Rosa de Lima,Clínica Médica y Odontológica ARANIVA & SANCHEZ,"13.6299218,-87.8903494",No,Health,Health services,7052 0847,,,,
La Union,Santa Rosa de Lima,Clínica Radiológica Santa Rosa,"13.6267416,-87.8909158",No,Health,Health services,7735 1010,,,,
La Union,Santa Rosa de Lima,Clínica médica de atención primaria Dra. Rivera,"13.6307689,-87.8925467",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Clinica de Especialidades Medicas Molina Flores,"13.6255081,-87.8932745",No,Health,Health services,,,,,
La Union,Santa Rosa de Lima,Blush,"13.624416,-87.8934491",No,,,7962 8406,,,,https://www.instagram.com/blush_studiohair?igsh=MXhrNmFhMnptMDA1cA==
La Union,Santa Rosa de Lima,Unidad de Salud | El Portillo,"13.6593875,-87.9362656",No,,,,,,,
La Union,Santa Rosa de Lima,Hospital El Angel,"13.6272317,-87.8916312",No,Health,Health services,2684 9502,https://instagram.com/hospitalelangelsrl,https://www.facebook.com/HOSPITALELANGELSRL,,https://www.hospitalelangelsrl.com/
La Union,Santa Rosa de Lima,Unidad de Salud | Santa Rosa de Lima,"13.6294529,-87.8860381",No,,,,https://www.instagram.com/fosalud,https://www.facebook.com/FOSALUD,,https://fosalud.gob.sv/
La Union,Santa Rosa de Lima,Distribuidora de Pollos Amilcar,"13.6262082,-87.8921148",No,Retail,Retailers,2641 2478,,,,
La Union,Santa Rosa de Lima,Distribuidora Panamá. Oficinas,"13.6229688,-87.8965882",No,Retail,Retailers,7603 7073,,,,
La Union,Santa Rosa de Lima,DISTRIBUIDORA ROYCO,"13.6239761,-87.8922575",No,Retail,Retailers,6013 2899,,,,
La Union,Santa Rosa de Lima,Distribuidora Puntohogar,"13.6269619,-87.8719216",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Maldonado Barber Shop,"13.6295414,-87.8907412",No,Food & Beverage,Restaurants,7557 1759,,,,https://www.instagram.com/maldonado.barber?igsh=MWhzbTJldjgzdGY0cg==
La Union,Santa Rosa de Lima,Calzado Miguel José,"13.6251038,-87.8919032",No,,,,,,,
La Union,Santa Rosa de Lima,Bazar Lisseth S.A de C.V,"13.6239077,-87.8905993",No,Retail,Retailers,2641 2332,,,,
La Union,Santa Rosa de Lima,Serpento Santa Rosa de Lima,"13.6258994,-87.8914452",No,,,,,,,
La Union,Santa Rosa de Lima,Almacen y Creaciones Carmen,"13.626608,-87.8908503",No,Retail,Retailers,2641 4984,,,,
La Union,Santa Rosa de Lima,Tienda Yulisa,"13.611896,-87.9565172",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Super El Limon,"13.6080154,-87.9303617",No,,,,,,,
La Union,Santa Rosa de Lima,El Imperio Del Dolar,"13.6268368,-87.8921793",No,,,,,,,
La Union,Santa Rosa de Lima,Tienda niña Lola,"13.6277651,-87.8854307",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,TAKE N GO!,"13.6292464,-87.8883257",No,,,6978 6073,,,,
La Union,Santa Rosa de Lima,Tienda Flor De Maria,"13.6278116,-87.8780415",No,Retail,Retailers,2641 3359,,,,
La Union,Santa Rosa de Lima,Tienda Blanquita,"13.62468,-87.9001978",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Policlínica Limeña,"13.6191306,-87.9008938",No,Health,Health services,2664 2061,https://www.instagram.com/hospitalpoliclinicalimea,https://www.facebook.com/Hospitalpoliclinicalimena,,http://www.xn--hospitalpoliclinicalimea-nlc.com/
La Union,Santa Rosa de Lima,Comercial manfredo,"13.6247227,-87.8921522",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Comercial Zona Libre,"13.627963,-87.8783249",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Comercial Yesenia,"13.6263334,-87.8919242",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Autoservicio Los Hermanos,"13.6302015,-87.8870682",No,,,6003 5356,,,,
La Union,Santa Rosa de Lima,Almacenes el Kosto El imperio del dolar EVER GREEN,"13.6267864,-87.8919624",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Almacenes La Joya • Santa Rosa de Lima,"13.6266928,-87.8918882",No,Retail,Retailers,2694 0964,,,,
La Union,Santa Rosa de Lima,Tienda Melissa,"13.6502854,-87.8925334",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Variedades Margarita,"13.6244023,-87.8919165",No,,,,,,,
La Union,Santa Rosa de Lima,Distribuidora Rosita S.A. de C.V.,"13.624447,-87.8892588",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Distribuidora RV,"13.6239513,-87.8908745",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,DISTRIBUIDORA KARINA,"13.6235515,-87.8903186",No,Retail,Retailers,2641 2492,,,,
La Union,Santa Rosa de Lima,Barberia Saravia,"13.6114392,-87.9391412",No,Other,Other vendors,,,https://www.facebook.com/Barber%C3%ADa-Saravia-103877798168426/?ti=as,,https://www.facebook.com/Barber%C3%ADa-Saravia-103877798168426/?ti=as
La Union,Santa Rosa de Lima,Distribuidora Torres,"13.6238889,-87.8904856",No,Retail,Retailers,7491 7694,,,,
La Union,Santa Rosa de Lima,Distribuidora Delmy,"13.6241543,-87.8912879",No,Retail,Retailers,7851 0845,,,,
La Union,Santa Rosa de Lima,Distribuidora J & S,"13.6250187,-87.8902772",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Distribuidora Gloria,"13.6238068,-87.8907978",No,Retail,Retailers,7865 6211,,,,https://sites.google.com/view/linkdistribuidoragloria/tu-compra-inteligente
La Union,Santa Rosa de Lima,Distribuidora Gladys,"13.623336,-87.8897283",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Distribuidora Ramos,"13.6231607,-87.8655583",No,Retail,Retailers,7045 6363,,,,
La Union,Santa Rosa de Lima,Distribuidora Umanzor,"13.6243903,-87.8915168",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,DISTRIBUIDORA SANDI,"13.6283324,-87.890891",No,Retail,Retailers,7504 3823,,,,
La Union,Santa Rosa de Lima,Stefany Moda • Santa Rosa de Lima,"13.6237857,-87.8911236",No,,,2664 2747,,,,http://stefanymoda.com/
La Union,Santa Rosa de Lima,PRADO SANTA ROSA DE LIMA,"13.6252353,-87.8921052",No,,,2523 1578,https://www.instagram.com/prado_sv,https://www.facebook.com/PradoElSalvador,,https://www.prado.com.sv/
La Union,Santa Rosa de Lima,Agroservicio El Arado,"13.6306701,-87.8877646",No,Retail,Retailers,2664 2724,,,,
La Union,Santa Rosa de Lima,Maverick store Santa Rosa de lima,"13.6251242,-87.8920379",No,,,7319 0879,,,,
La Union,Santa Rosa de Lima,Mily's store,"13.6263844,-87.8934597",No,,,,,,,
La Union,Santa Rosa de Lima,Lácteos Perlita,"13.6269717,-87.8905271",No,Food & Beverage,Restaurants,7550 7307,,,,
La Union,Santa Rosa de Lima,Dist. Autorizado CLARO,"13.6263371,-87.8925126",No,,,2641 2248,,,,
La Union,Santa Rosa de Lima,ACOPALIM DE R.L. CASA MATRIZ,"13.6231092,-87.8955553",No,,,2664 2053,,,,
La Union,Santa Rosa de Lima,Negocios Torres,"13.6308573,-87.8874885",No,,,,,,,
La Union,Santa Rosa de Lima,LA PLANTA ( HIELO Y PARQUEO PRIVADO),"13.625202,-87.8926363",No,,,,,,,
La Union,Santa Rosa de Lima,Distribuidora Alex,"13.6239736,-87.8909775",No,Retail,Retailers,7746 7874,,,,
La Union,Santa Rosa de Lima,Almacenes Tropigas • Santa Rosa de Lima,"13.628429,-87.8934943",No,Retail,Retailers,2509 1135,https://www.instagram.com/almacenestropigassv,https://www.facebook.com/AlmacenesTropigasElSalvador,,https://www.almacenestropigas.com.sv/?cid=scn:gdn:sv:trp:per:nat:ubicaciondegoogle:ene:lcl
La Union,Santa Rosa de Lima,EnConect,"13.6300468,-87.8904099",No,,,7729 0251,,,,https://enconect.com.sv/
La Union,Santa Rosa de Lima,Súper Repuestos • Santa Rosa de Lima,"13.62854,-87.8802966",No,,,2627 5300,https://www.instagram.com/superrepuestosca,https://www.facebook.com/superrepuestos,,https://sv.superrepuestos.com/?utm_source=gmb&utm_medium=organic
La Union,Santa Rosa de Lima,Agrocentro La Hacienda,"13.6308811,-87.8876205",No,Retail,Retailers,7570 9139,,,,
La Union,Santa Rosa de Lima,Venta de Lácteos,"13.627667,-87.8872595",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,MrEGG/El Granjero Santa rosa de Lima,"13.624015,-87.8895089",No,,,7246 0326,,,,
La Union,Santa Rosa de Lima,Agro servicio Los 3 Hermanos,"13.6299345,-87.8906848",No,,,,,,,
La Union,Santa Rosa de Lima,Cuarzo y granito santa rosa de lima,"13.6276127,-87.8858945",No,,,7703 2120,,,,
La Union,Santa Rosa de Lima,DURAN TURCIOS SANTA ROSA,"13.6249212,-87.8919409",No,,,7600 1779,https://www.instagram.com/duranturciosalmacenes,https://www.facebook.com/Duranturciosalmacenessanmiguel,,https://almacenesduranturcios.com.sv/
La Union,Santa Rosa de Lima,Lácteos Sorto,"13.6279189,-87.8904743",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Proveedores Orientales,"13.6310351,-87.8915441",No,,,,,,,
La Union,Santa Rosa de Lima,terreno,"13.6268986,-87.8916266",No,,,,,,,
La Union,Santa Rosa de Lima,MATERIALES DE CONSTRUCCION RUBIO LOPEZ,"13.6227259,-87.8945953",No,,,7861 0766,,,,
La Union,Santa Rosa de Lima,InmoTerra,"13.6306346,-87.8877005",No,,,7941 1441,,,,
La Union,Santa Rosa de Lima,Bodega Ventas de Cereales Eliezer,"13.6320348,-87.8945873",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Negocios Salmeron,"13.6717307,-87.8678015",No,,,,,,,
La Union,Santa Rosa de Lima,Empresario Independiente Inmobiliaria International Business,"13.6283579,-87.8926443",No,,,7942 6222,,,,
La Union,Santa Rosa de Lima,Celular Boutique Santa Rosa 1,"13.6262584,-87.8922863",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,RO.MERO'S Celulares y Accesorios,"13.626233,-87.8923262",No,,,,,,,
La Union,Santa Rosa de Lima,Tienda Amada,"13.596523,-87.8797194",No,Retail,Retailers,,,,,
La Union,Santa Rosa de Lima,Kamena Boutique,"13.6225507,-87.8949836",No,Other,Other vendors,7353 4764,,,,
La Union,Santa Rosa de Lima,ACCES PRO BOUTIQUE,"13.6247095,-87.889369",No,Other,Other vendors,7343 0426,,,,
La Union,Santa Rosa de Lima,Mercado Municipal de Santa Rosa de Lima,"13.6238618,-87.8899384",No,,,,,,,
La Union,Santa Rosa de Lima,Moda Americana,"13.6236472,-87.8899557",No,,,7761 0398,,,,
La Union,Santa Rosa de Lima,VITIA,"13.6245318,-87.892056",No,,,2641 3135,,,,
La Union,Santa Rosa de Lima,ORIGINAL SHOP,"13.6241533,-87.890931",No,,,2641 2660,,,,
La Union,Santa Rosa de Lima,Importadora Garcia,"13.6239243,-87.8917138",No,,,2641 4910,,,,
La Union,Santa Rosa de Lima,Valeri Store,"13.6267962,-87.8931019",No,,,7894 1005,,,,
La Union,Santa Rosa de Lima,Yeimi Boutique,"13.6257613,-87.8924812",No,Other,Other vendors,7854 9654,,,,
La Union,Santa Rosa de Lima,NEGOCIOS SOSA,"13.615742,-87.853882",No,,,7009 8668,,,,
La Union,Santa Rosa de Lima,Cristinas Boutique,"13.6242983,-87.8895445",No,Other,Other vendors,,,,,
La Union,Santa Rosa de Lima,Negocios Fuentes,"13.6257625,-87.8924776",No,,,,,,,
La Union,Santa Rosa de Lima,Negocio Fonte,"13.6269511,-87.8922451",No,,,,,,,
La Union,Santa Rosa de Lima,Negocios Fito,"13.628271,-87.8799811",No,,,,,,,
La Union,Santa Rosa de Lima,Distribuidora RC,"13.6244012,-87.8919146",No,Retail,Retailers,2641 3253,,,,https://instagram.com/distribuidora_drc?utm_medium=copy_link
La Union,Santa Rosa de Lima,Paypymes,"13.6280356,-87.8917103",No,,,7672 0261,https://www.instagram.com/paypymes,https://www.facebook.com/PayPymes,,http://www.paypymes.com/
La Union,Santa Rosa de Lima,Centro Comercial Philips,"13.6267173,-87.8919369",No,Retail,Retailers,2641 2074,,https://www.facebook.com/centrocomercialphilips,,https://www.facebook.com/centrocomercialphilips
La Union,Santa Rosa de Lima,INCO • Santa Rosa de Lima,"13.6131627,-87.9056513",No,,,2641 1436,https://www.instagram.com/INCOsv,https://www.facebook.com/INCOcomsv,,https://inco.com.sv/
La Union,Santa Rosa de Lima,Origami/Bongos,"13.6203211,-87.8973119",No,,,7590 2827,,,,
La Union,Santa Rosa de Lima,Comedor el rinconcito,"13.6258527,-87.8901141",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Pupusería Y Asados Bethel,"13.6302997,-87.8907386",No,Food & Beverage,Restaurants,7494 4135,,,,
La Union,Santa Rosa de Lima,Antojitos El Pasaje,"13.6221557,-87.8959061",No,Food & Beverage,Restaurants,6959 6152,,,,
La Union,Santa Rosa de Lima,Negocios Ventura Surcursal No. 2,"13.6247087,-87.8920087",No,,,7746 6935,https://www.instagram.com/negociosventura44,https://www.facebook.com/negociosventura,,http://negociosventura.com/
La Union,Santa Rosa de Lima,Pupuseria Alvarez,"13.6119375,-87.9565625",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Subway,"13.6220335,-87.8953826",No,,,7885 5535,,,,https://restaurantes.subway.com/subway-santa-rosa-de-lima-san-salvador-57300
La Union,Santa Rosa de Lima,Little Caesars Pizza,"13.6270075,-87.8931145",No,Food & Beverage,Restaurants,2510 2250,https://www.instagram.com/littlecaesarses,https://www.facebook.com/LittleCaesarsElSalvador,,http://pizzapizza.com.sv/
La Union,Santa Rosa de Lima,Don Pollo • Santa Rosa de Lima,"13.6260189,-87.8935929",No,,,2664 2690,,,,
La Union,Santa Rosa de Lima,Coctelería y refresqueria niña Mary,"13.6275801,-87.8900404",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Antojitos Luna,"13.6214882,-87.8956533",No,Food & Beverage,Restaurants,6013 7105,,,,
La Union,Santa Rosa de Lima,Primo’s Café & Steakhouse,"13.6246035,-87.8930256",No,Food & Beverage,Restaurants,7058 9692,,https://www.facebook.com/primossteakhouse,,http://www.facebook.com/primossteakhouse
La Union,Santa Rosa de Lima,Hot Wings,"13.6255961,-87.8898471",No,,,7550 7591,,,,
La Union,Santa Rosa de Lima,Don pollo 252 - Santa Rosa de Lima,"13.6259414,-87.8914515",No,,,,,,,
La Union,Santa Rosa de Lima,Pupuseria La Esperanza 2,"13.6249098,-87.8919511",No,Food & Beverage,Restaurants,7468 3454,,,,
La Union,Santa Rosa de Lima,Koqueta Store,"13.6237898,-87.8919848",No,,,7201 8425,,https://www.facebook.com/KoquetaStoresv,,https://www.facebook.com/KoquetaStoresv
La Union,Santa Rosa de Lima,Tortas y licuados bendicion de Dios,"13.6244422,-87.8929984",No,,,,,,,
La Union,Santa Rosa de Lima,Pupusería Doris,"13.6255801,-87.8934484",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,tacos el buen gusto,"13.630592,-87.8870432",No,,,,,,,
La Union,Santa Rosa de Lima,PUPUSERIA ALVAREZ,"13.6118875,-87.9565156",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Pizza Hut • Santa Rosa de Lima,"13.6276984,-87.893277",No,Food & Beverage,Restaurants,2257 7777,,,,http://www.pizzahut.com.sv/
La Union,Santa Rosa de Lima,Restaurante el norteño,"13.6287452,-87.8806436",No,Food & Beverage,Restaurants,2615 4927,,,,
La Union,Santa Rosa de Lima,Parqueo Bar y Comedor El predio,"13.6282734,-87.8933359",No,Food & Beverage,Restaurants,7962 0130,,,,
La Union,Santa Rosa de Lima,Antojitos el elote,"13.6285656,-87.8794971",No,Food & Beverage,Restaurants,7584 4636,,,,
La Union,Santa Rosa de Lima,Pupusería 100% Olocuilta,"13.6224998,-87.8954194",No,Food & Beverage,Restaurants,7748 6130,,,,
La Union,Santa Rosa de Lima,Burger King • Santa Rosa de Lima,"13.6269421,-87.8934376",No,,,2641 4284,,,,
La Union,Santa Rosa de Lima,Pupuseria “Melinda”,"13.6239769,-87.8900242",No,Food & Beverage,Restaurants,7252 1046,,,,
La Union,Santa Rosa de Lima,Comedor Don Carlos,"13.6296344,-87.8852556",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Comida China Dragon • Santa Rosa de Lima,"13.6291294,-87.8884645",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Restaurante La Tabasqueña,"13.6292166,-87.8810627",No,Food & Beverage,Restaurants,2605 1414,,,,
La Union,Santa Rosa de Lima,Comedor el Sinaí,"13.6295442,-87.8927259",No,Food & Beverage,Restaurants,7922 4006,,,,
La Union,Santa Rosa de Lima,Puko’s Bakery,"13.625219,-87.8925403",No,Food & Beverage,Restaurants,2509 2509,,,,
La Union,Santa Rosa de Lima,CHINA IN,"13.6252627,-87.8924998",No,,,2503 2503,,,,
La Union,Santa Rosa de Lima,Loco Pollo,"13.6309075,-87.8876591",No,,,7067 5699,,https://www.facebook.com/profile.php?id=61583092417006&mibextid=ZbWKwL,,https://www.facebook.com/profile.php?id=61583092417006&mibextid=ZbWKwL
La Union,Santa Rosa de Lima,VACILE SPORTS BAR & GRILL,"13.6269245,-87.8917817",No,Food & Beverage,Restaurants,7208 5203,,,,
La Union,Santa Rosa de Lima,Coctelería iris la Esquina del Sabor,"13.6260088,-87.8914424",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Comedor González,"13.6236573,-87.8913758",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Chicken Wing’s Santa Rosa de Lima,"13.6303688,-87.8938842",No,,,6980 6091,,,,
La Union,Santa Rosa de Lima,Vitalitea Shakes,"13.6242686,-87.892959",No,,,,,,,
La Union,Santa Rosa de Lima,Distribuidora Sary,"13.6241443,-87.891085",No,Retail,Retailers,7942 6455,https://instagram.com/distribuidora_sary,http://www.facebook.com/distribuidorasary,,http://enlaces.distribuidorasary.com/
La Union,Santa Rosa de Lima,SnackBox Cafe y Market,"13.6289339,-87.8890812",No,Food & Beverage,Restaurants,7738 3610,,,,
La Union,Santa Rosa de Lima,Típicos mamá Nina,"13.6223187,-87.8957306",No,,,6043 9028,,,,
La Union,Santa Rosa de Lima,Pupusería y Antojitos Mary,"13.627881,-87.891581",No,Food & Beverage,Restaurants,7913 0660,,,,
La Union,Santa Rosa de Lima,Granja Contreras Hernandez,"13.6288657,-87.8880611",No,,,,,,,
La Union,Santa Rosa de Lima,La Cocina Limeña,"13.6285981,-87.8854279",No,,,7895 1936,,,,
La Union,Santa Rosa de Lima,"Casera, Comida Tradicional","13.63033,-87.8918562",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Guapollon El Tico,"13.628362,-87.8831034",No,,,,,,,
La Union,Santa Rosa de Lima,Twins SV,"13.6283678,-87.8819042",No,,,7283 6704,,,,
La Union,Santa Rosa de Lima,Guapollón Las Américas,"13.611678,-87.9053748",No,,,,,,,http://www.guapollon.com/
La Union,Santa Rosa de Lima,New York Pizzería,"13.6295977,-87.8910305",No,,,6851 0722,,,,
La Union,Santa Rosa de Lima,La Poblana,"13.6211205,-87.8966386",No,,,,,,,
La Union,Santa Rosa de Lima,Pupusería La Esperanza,"13.6291414,-87.890517",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Santa Birria SRL,"13.6265085,-87.8902993",No,,,7633 7646,,,,
La Union,Santa Rosa de Lima,Pollo Campestre • Santa Rosa de Lima,"13.6255007,-87.8906174",No,,,2121 2828,,,,https://pollocampestre.com/
La Union,Santa Rosa de Lima,Pupuseria El Paso,"13.630248,-87.8874282",No,Food & Beverage,Restaurants,7583 7826,,,,
La Union,Santa Rosa de Lima,Negocios Perla,"13.6247766,-87.8923581",No,,,2641 2050,,https://www.facebook.com/Negocios-Perla-152281578829308/,,https://www.facebook.com/Negocios-Perla-152281578829308/
La Union,Santa Rosa de Lima,Ranchon Limeño y Andrea Articulos para el Hogar,"13.6313026,-87.8904195",No,,,,,,,
La Union,Santa Rosa de Lima,Lubricentro y Carwash Joya’s,"13.6289039,-87.891146",No,Retail,Retailers,,,https://www.facebook.com/share/wSWsU26G69PAKV11/?,,https://www.facebook.com/share/wSWsU26G69PAKV11/?
La Union,Santa Rosa de Lima,"Restaurante “Chero’s Grill""","13.6318556,-87.8909338",No,Food & Beverage,Restaurants,7773 8800,,,,
La Union,Santa Rosa de Lima,Sazon centroamericano,"13.6287846,-87.8892286",No,,,,,,,
La Union,Santa Rosa de Lima,Pupusería El Paisano,"13.6224125,-87.8950251",No,Food & Beverage,Restaurants,7867 0588,,https://www.facebook.com/Pupuseria-el-paisano-100063707961817/,,https://www.facebook.com/Pupuseria-el-paisano-100063707961817/
La Union,Santa Rosa de Lima,El Sazón de mamá Clary,"13.6151024,-87.9031377",No,,,,,,,
La Union,Santa Rosa de Lima,Brunch Coffee,"13.6255261,-87.8935394",No,,,7269 2326,,,,
La Union,Santa Rosa de Lima,Comedor Paty,"13.6293962,-87.8903042",No,Food & Beverage,Restaurants,7783 3265,,,,
La Union,Santa Rosa de Lima,Comedor Doña Miriam,"13.6239491,-87.8919316",No,Food & Beverage,Restaurants,7935 4601,,,,
La Union,Santa Rosa de Lima,Bonanza Grill,"13.6253199,-87.889766",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,La Casa del Sabor,"13.6284852,-87.8811588",No,,,,,,,
La Union,Santa Rosa de Lima,La Barra del Ceviche,"13.6167348,-87.9026579",No,Food & Beverage,Restaurants,7727 7905,,https://www.facebook.com/profile.php?id=100057213439619&sk=about,,https://www.facebook.com/profile.php?id=100057213439619&sk=about
La Union,Santa Rosa de Lima,Comedor Hernández Álvarez,"13.6245492,-87.888542",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,El Escondido Bar y Comedor,"13.6354891,-87.8912827",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,La Parrilla del Gato,"13.6322777,-87.8887974",No,,,7932 1731,,,,
La Union,Santa Rosa de Lima,María Maltez - Las Delicias,"13.6290015,-87.8839367",No,,,7857 8877,,https://www.facebook.com/comedorchayitosrl/,,https://www.facebook.com/comedorchayitosrl/
La Union,Santa Rosa de Lima,Iglesia Evangelica Apostoles y Profetas Perla Preciosa,"13.6193808,-87.9031228",No,,,,,,,
La Union,Santa Rosa de Lima,La Terraza Restaurant & Steakhouse,"13.6210745,-87.8967593",No,,,6863 2378,,,,
La Union,Santa Rosa de Lima,Los bocadillos de el primo,"13.613682,-87.9574757",No,,,,,,,
La Union,Santa Rosa de Lima,Lito's Comida Mexicana,"13.6242141,-87.8935912",No,Food & Beverage,Restaurants,2624 4926,,,,
La Union,Santa Rosa de Lima,Restaurante La Taberna,"13.6154335,-87.9034188",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,Super Pollo del Campo,"13.6122867,-87.953565",No,,,,,,,
La Union,Santa Rosa de Lima,La Mariscada de la Martina,"13.6241383,-87.8939594",No,,,2664 2966,,,,
La Union,Santa Rosa de Lima,"La Perla, mariscos y más.","13.6195223,-87.8999647",No,,,7940 0692,,,,
La Union,Santa Rosa de Lima,El Babi Bar y Restaurante,"13.6154101,-87.9034271",No,Food & Beverage,Restaurants,7758 1598,,,,
La Union,Santa Rosa de Lima,Comedor Anita,"13.6219498,-87.8966295",No,Food & Beverage,Restaurants,,,,,
La Union,Santa Rosa de Lima,RUZTY Restaurante,"13.6009384,-87.9081068",No,Food & Beverage,Restaurants,7745 5120,,,,
La Union,Santa Rosa de Lima,La Toscana BBQ & Grill,"13.6113241,-87.905126",No,Food & Beverage,Restaurants,7989 6814,,,,
La Union,Santa Rosa de Lima,La Roca Restaurant,"13.6204375,-87.8978954",No,,,7887 6364,,,,
La Union,Santa Rosa de Lima,Cielo's Restaurante Bar,"13.633176,-87.8960441",No,Food & Beverage,Restaurants,6001 5782,,,,
La Union,Santa Rosa de Lima,Negocios Emanuel,"13.628078,-87.8787763",No,,,7920 8552,,,,
La Union,Santa Rosa de Lima,La Casona Bar & Restaurante,"13.6167775,-87.9026401",No,Food & Beverage,Restaurants,7727 7905,,https://www.facebook.com/La-Casona-Bar-Restaurante-100057617612427/,,https://www.facebook.com/La-Casona-Bar-Restaurante-100057617612427/
La Union,Santa Rosa de Lima,Baleadas are life colonia Contreras,"13.6340954,-87.8830622",No,,,7757 4046,https://www.instagram.com/reel/DL58KbhtM4w/?igsh=enNmcHA0NzYxMGl0,,,https://www.instagram.com/reel/DL58KbhtM4w/?igsh=enNmcHA0NzYxMGl0
